"PSTATABB
State abbreviation","PNAME
Plant name","OPRNAME
Plant operator name","LAT
Plant latitude","LON
Plant longitude","PLGENACL
Plant 2000 annual coal net generation (MWh)","PLGENAOL
Plant 2000 annual oil net generation (MWh)","PLGENAGS
Plant 2000 annual gas net generation (MWh)","PLGENANC
Plant 2000 annual nuclear net generation (MWh)","PLGENAHY
Plant 2000 annual hydro net generation (MWh)","PLGENABM
Plant 2000 annual biomass/ wood net generation (MWh)","PLGENAWI
Plant 2000 annual wind net generation (MWh)","PLGENASO
Plant 2000 annual solar net generation (MWh)","PLGENAGT
Plant 2000 annual geothermal net generation (MWh)","PLGENAOF
Plant 2000 annual other fossil (tires, batteries, chemicals, etc.) net generation (MWh)"
FL,RIO PINAR,Florida Power Corp,28.5662,81.2613,0.0,2714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,RIVIERA,Florida Power & Light Co,26.7653,80.0525,0.0,1948658.0,458107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,S O PURDOM,Tallahassee City of,30.1583,84.2000,0.0,19236.0,550935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,SANFORD,Florida Power & Light Co,28.8419,81.3256,0.0,2532877.0,593988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,SCHOLZ,Gulf Power Co,30.6794,84.8872,310609.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,SEMINOLE,Seminole Electric Coop Inc,29.7336,81.6339,9084886.0,24675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,SEMINOLE MILL,Smurfit-Stone Corp,30.3448,81.7153,0.0,0.0,32803.8,0.0,0.0,0.0,0.0,0.0,0.0,61074.5
FL,SMITH STREET,New Smyrna Beach Utils Comm,29.0199,81.2071,0.0,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,SOUTH DISTRICT WASTEWATER TREATMENT PLANT,Miami Dade Water & Sewer Dept,25.5582,80.4962,0.0,0.0,0.0,0.0,0.0,7960.3,0.0,0.0,0.0,0.0
FL,SOUTHERNMOST WASTE TO ENERGY FACILITY,Key West City of NUGs,25.4604,81.1635,0.0,0.0,0.0,0.0,0.0,7727.8,0.0,0.0,0.0,3311.9
FL,SOUTHSIDE GENERATING,Jacksonville Electric Auth,30.3167,81.6486,0.0,427489.0,122033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,ST CLOUD,Orlando Utilities Comm,27.9948,81.2595,0.0,803.0,6573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,ST JOHNS RIVER POWER,Jacksonville Electric Auth,30.4308,81.5508,9943776.0,32481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,ST JOSEPHS HOSPITAL,St Josephs Hospital,27.9091,82.3530,0.0,0.0,5167.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,ST LUCIE,Florida Power & Light Co,27.3819,80.4398,0.0,0.0,0.0,14409438.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,ST VINCENTS MEDICAL CENTER,St Vincents Medical Center,30.3448,81.7153,0.0,0.0,6303.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,STANTON ENERGY CTR,Orlando Utilities Comm,28.4822,81.1678,6441178.0,7152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,STOCK ISLAND,Key West City of,25.5300,81.0700,0.0,31533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,STONE CONTAINER CORP PANAMA CITY MILL,Smurfit-Stone Corp,30.2458,85.6902,52375.1,49248.6,14895.1,0.0,0.0,102888.3,0.0,0.0,0.0,0.0
FL,SUWANNEE RIVER,Florida Power Corp,30.3764,83.1803,0.0,328072.0,94527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,SUWANNEE RIVER CHEM COMPLEX,White Springs Agr Chemical Inc,30.4769,82.9861,0.0,80.6,19282.5,0.0,0.0,0.0,0.0,0.0,0.0,31332.5
FL,SWIFT CREEK CHEMICAL COMPLEX,White Springs Agr Chemical Inc,30.4769,82.9861,0.0,4185.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79637.1
FL,TIGER BAY,Florida Power Corp,28.0023,81.6244,0.0,0.0,1347448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,TIMBER ENERGY RESOURCES INC,Timber Energy Resources Inc,30.2888,84.8447,0.0,0.0,0.0,0.0,0.0,93569.1,0.0,0.0,0.0,0.0
FL,TOM G SMITH,Lake Worth City of,26.6125,80.0678,0.0,11175.0,136101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,TROPICANA PRODUCTS INC BRADENTON COGEN,Tropicana Products Inc,27.4268,82.4004,0.0,0.0,328583.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,TURKEY POINT,Florida Power & Light Co,25.4356,80.3308,0.0,2044489.0,1297718.0,11275038.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,U S AGRI CHEMICALS CORP FORT MEADE CHEMICAL PROD,U S Agri Chemicals Corp,28.0023,81.6244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177355.9
FL,UNIVERSITY OF FL,Florida Power Corp,29.6828,82.3558,0.0,0.0,312164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,VERO BEACH MUNICIPAL,Vero Beach City of,27.6311,80.3758,0.0,2018.0,224271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,VOLUSIA COUNTY LANDFILL,Minnesota Methane Energy,29.0199,81.2071,0.0,0.0,0.0,0.0,0.0,21000.7,0.0,0.0,0.0,0.0
FL,W E SWOOPE,New Smyrna Beach Utils Comm,29.0199,81.2071,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,WHEELABRATOR NORTH BROWARD,Wheelabrator,26.1454,80.4782,0.0,0.0,18178.7,0.0,0.0,303886.5,0.0,0.0,0.0,130237.1
FL,WHEELABRATOR SOUTH BROWARD,Wheelabrator,26.1454,80.4782,0.0,0.0,2836.0,0.0,0.0,305631.4,0.0,0.0,0.0,130984.9
GA,ALLATOONA,USCE-Mobile District,34.2441,84.8461,0.0,0.0,0.0,0.0,82268.0,0.0,0.0,0.0,0.0,0.0
GA,ARKWRIGHT,Georgia Power Co,32.9269,83.6997,212007.0,-1167.0,172189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,AT&T ALPHARETTA CENTER,Dave P Hulse,33.8443,84.4094,0.0,349.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,ATHENS REGIONAL MEDICAL CENTER,Athens Regional Medical Center,33.9455,83.3909,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,ATKINSON,Georgia Power Co,33.8244,84.4750,0.0,922.0,95212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,ATLANTA GIFT MART LP,Walter Speir,33.8443,84.4094,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,AVONDALE MILLS INC,Avondale Mills Inc,33.3880,82.1033,0.0,0.0,0.0,0.0,9839.8,0.0,0.0,0.0,0.0,0.0
GA,B J GAS RECOVERY,BJ Gas Recovery,33.9603,84.0378,0.0,0.0,0.0,0.0,0.0,7481.6,0.0,0.0,0.0,0.0
GA,BACONTON POWER,The PIC Energy Group Inc,31.2603,84.2531,0.0,23055.9,38906.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,BANK OF AMERICA PLAZA,Cousins Properties Inc,33.8443,84.4094,0.0,471.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,BARNETT SHOALS,Georgia Power Co,33.8320,83.4613,0.0,0.0,0.0,0.0,3570.0,0.0,0.0,0.0,0.0,0.0
GA,BARTLETTS FERRY,Georgia Power Co,32.7276,84.9386,0.0,0.0,0.0,0.0,233301.0,0.0,0.0,0.0,0.0,0.0
GA,BLUE RIDGE,Tennessee Valley Authority,34.8094,84.2324,0.0,0.0,0.0,0.0,21023.0,0.0,0.0,0.0,0.0,0.0
GA,BOULEVARD,Savannah Electric & Power Co,31.9812,81.1175,0.0,586.0,11215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,BOWEN,Georgia Power Co,34.1256,84.9192,21666167.0,15763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,BROWN WILLIAMSON TOBACCO CO,Brown & Williamson Tobacco Co,32.8084,83.6912,3459.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,BRUNSWICK PULP&PAPER CO,Georgia Pacific,31.2335,81.5161,0.0,48055.1,51606.4,0.0,0.0,365553.8,0.0,0.0,0.0,2329.0
GA,BUFORD,USCE-Mobile District,34.1928,84.1049,0.0,0.0,0.0,0.0,83475.0,0.0,0.0,0.0,0.0,0.0
GA,BURTON,Georgia Power Co,34.8583,83.3815,0.0,0.0,0.0,0.0,11995.0,0.0,0.0,0.0,0.0,0.0
GA,CARTERS,USCE-Mobile District,34.7857,84.7658,0.0,0.0,0.0,0.0,369169.0,0.0,0.0,0.0,0.0,0.0
GA,CEDAR SPRINGS,Georgia Pacific,31.2948,84.8716,129994.2,34357.4,14905.8,0.0,0.0,440051.4,0.0,0.0,0.0,0.0
GA,CNN CENTER,TBS Properties,33.8443,84.4094,0.0,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,COMPAQ COMPUTER CORP,Compaq Computer Corp,33.8443,84.4094,0.0,139.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,DAHLBERG,Georgia Power Co,32.4874,83.6775,0.0,17743.0,539021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,DEKALB MEDICAL CENTER,Dekalb County Hospital Auth,33.7861,84.1870,0.0,183.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,DERST BAKING CO,Derst Baking Co,31.9812,81.1175,0.0,0.0,4499.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,DOYLE GENERATING FACILITY,Operational Energy Corporation,33.7634,83.7443,0.0,0.0,214334.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,DURANGO-GEORGIA PAPER CO,Durango-Georgia Paper Co,30.9400,81.6665,96538.7,38335.0,59925.3,0.0,0.0,54746.4,0.0,0.0,0.0,0.0
GA,EAGLE & PHENIX,CHI Energy Inc,32.4915,84.8877,0.0,0.0,0.0,0.0,11735.1,0.0,0.0,0.0,0.0,0.0
GA,EDWIN I HATCH,Georgia Power Co,31.7186,82.2994,0.0,0.0,0.0,12896325.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,ESTATOAH,Georgia Power Co,34.8583,83.3815,0.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0
GA,FLINT RIVER,Georgia Power Co,31.5428,84.2217,0.0,0.0,0.0,0.0,24395.0,0.0,0.0,0.0,0.0,0.0
GA,FLINT RIVER OPERATIONS,Weyerhaeuser Co,32.3465,84.0464,0.0,17066.2,0.0,0.0,0.0,249028.1,0.0,0.0,0.0,0.0
GA,GEORGIA PACIFIC CENTER,Taylor & Mathis,33.8443,84.4094,0.0,229.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,GOAT ROCK,Georgia Power Co,32.7276,84.9386,0.0,0.0,0.0,0.0,103480.0,0.0,0.0,0.0,0.0,0.0
GA,HAMMOND,Georgia Power Co,34.3333,85.2336,5009422.0,6075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,HARLLEE BRANCH,Georgia Power Co,33.1942,83.2994,8358887.0,3753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,HARTWELL ENERGY LP,Dynegy Generation,34.3518,82.9451,0.0,19803.0,392692.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,HARTWELL LAKE,USCE-Savannah District,34.3518,82.9451,0.0,0.0,0.0,0.0,263153.0,0.0,0.0,0.0,0.0,0.0
GA,HERCULES INC BRUNSWICK PLANT,Hercules Inc,31.2335,81.5161,0.0,1015.2,7798.0,0.0,0.0,21862.0,0.0,0.0,0.0,0.0
GA,HIGH SHOALS HYDRO,Gaynor L Bracewell,33.6261,83.4812,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0
GA,IMERYS KAOLIN CO JEFFERSONVILLE PLANT,Nord Kaolin Co,32.6751,83.4145,0.0,119.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,INFORUM,Cousins Properties Inc,33.8443,84.4094,0.0,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,INLAND PAPERBOARD PACKAGING ROME LINERBOARD MILL,Inland Corp,34.3333,85.2336,117327.8,31432.9,3814.0,0.0,0.0,258604.6,0.0,0.0,0.0,585.3
GA,INTERNATIONAL PAPER AUGUSTA MILL,International Paper Co,33.3880,82.1033,64092.0,9150.5,3019.5,0.0,0.0,422561.7,0.0,0.0,0.0,0.0
GA,INTERNATIONAL PAPER CO SAVANNAH,International Paper Co,31.9812,81.1175,340212.4,29962.6,110419.5,0.0,0.0,574867.7,0.0,0.0,0.0,1530.4
GA,INTERSTATE PAPER CORP RICEBORO,Interstate Paper Co,31.8221,81.4781,0.0,12606.4,27574.5,0.0,0.0,51929.9,0.0,0.0,0.0,0.0
GA,J M HUBER CORP ENGINEERED MINERALS DIV WRENS,J M Huber,33.0372,82.4554,0.0,25.9,6102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,JACK MCDONOUGH,Georgia Power Co,33.8244,84.4750,3464661.0,10480.0,166878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,JOHN HARMON GEN,Fort Valley Utility Comm,32.5801,83.8593,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,KRAFT,Savannah Electric & Power Co,32.1333,81.1333,1283836.0,70002.0,76573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,LANGDALE,Georgia Power Co,32.7276,84.9386,0.0,0.0,0.0,0.0,2218.0,0.0,0.0,0.0,0.0,0.0
GA,LLOYD SHOALS,Georgia Power Co,33.3290,83.6984,0.0,0.0,0.0,0.0,38539.0,0.0,0.0,0.0,0.0,0.0
GA,MCINTOSH,Savannah Electric & Power Co,32.3533,81.1628,915963.0,47203.0,341468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,MCMANUS,Georgia Power Co,31.2125,81.5458,0.0,303067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,MID GEORGIA COGEN,Mid-Georgia Cogen LP,32.4874,83.6775,0.0,23411.1,665667.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,MILSTEAD,Consolidated Hydro,33.6560,84.0497,0.0,0.0,0.0,0.0,1548.4,0.0,0.0,0.0,0.0,0.0
GA,MITCHELL,Georgia Power Co,31.4444,84.1322,637540.0,53396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,MORGAN FALLS,Georgia Power Co,33.8443,84.4094,0.0,0.0,0.0,0.0,28321.0,0.0,0.0,0.0,0.0,0.0
GA,MPC GENERATING,Progress Ventures,33.7634,83.7442,0.0,0.0,102258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,NACOOCHEE,Georgia Power Co,34.8583,83.3815,0.0,0.0,0.0,0.0,7764.0,0.0,0.0,0.0,0.0,0.0
GA,NAVAL SUBMARINE BASE  KINGS BAY  GA,JA Jones Management Services,30.9400,81.6665,0.0,19428.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,NEXPAK,Atlanta Precision Molding Co,33.9603,84.0378,0.0,0.0,598.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,NORTH HIGHLANDS,Georgia Power Co,32.7276,84.9386,0.0,0.0,0.0,0.0,69709.0,0.0,0.0,0.0,0.0,0.0
GA,NOTTELY,Tennessee Valley Authority,34.8178,83.9690,0.0,0.0,0.0,0.0,13389.0,0.0,0.0,0.0,0.0,0.0
GA,OLIVER DAM,Georgia Power Co,32.4915,84.8877,0.0,0.0,0.0,0.0,123819.0,0.0,0.0,0.0,0.0,0.0
GA,PLANT CRISP,Crisp County Power Comm,31.5833,83.8339,5790.0,0.0,4630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,PORTERDALE HYDRO,Ernest D Metivier,33.5562,83.8627,0.0,0.0,0.0,0.0,2189.6,0.0,0.0,0.0,0.0,0.0
GA,RABUN GAP COGENERATION FACILITY,Rabun Apparel Inc,34.8583,83.3815,0.0,0.0,0.0,0.0,0.0,14370.1,0.0,0.0,0.0,0.0
GA,RAYONIER JESUP MILL,Rayonier Inc,31.5767,81.8857,0.0,51151.3,17551.8,0.0,0.0,415054.3,0.0,0.0,0.0,0.0
GA,RICHARD RUSSELL,USCE-Savannah District,34.1227,82.8209,0.0,0.0,0.0,0.0,248281.0,0.0,0.0,0.0,0.0,0.0
GA,RIVERSIDE,Savannah Electric & Power Co,32.0833,81.0958,0.0,0.0,44347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,RIVERSIDE MANUFACTURING CO,Riverside Manufacturing Co,31.1802,83.7617,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,RIVERVIEW,Georgia Power Co,32.7276,84.9386,0.0,0.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0
GA,RIVERWOOD INTERNATIONAL USA INC,Riverwood Internatl USA Inc,32.8084,83.6912,47315.3,28010.8,12811.9,0.0,0.0,150122.1,0.0,0.0,0.0,0.0
GA,RIVERWOOD 100 BUILDING,Clarien Realty Services,33.8443,84.4094,0.0,351.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,ROBINS,Georgia Power Co,32.4874,83.6775,0.0,27325.0,100733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,ROCKY MOUNTAIN HYDRO,Oglethorpe Power Corp,34.3333,85.2336,0.0,0.0,0.0,0.0,-518844.0,0.0,0.0,0.0,0.0,0.0
GA,SAVANNAH ENERGY SYSTEMS CO,Savannah Energy Systems Co,31.9812,81.1175,0.0,0.0,15.4,0.0,0.0,6824.2,0.0,0.0,0.0,2924.6
GA,SAVANNAH RIVER MILL,Georgia Pacific,32.3486,81.3364,44417.5,597616.2,29541.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,SAVANNAH SUGAR REFINERY,Savannah Foods&Industries Inc,31.9812,81.1175,34239.9,2098.8,15000.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,SCHERER,Georgia Power Co,33.0583,83.8072,21208290.0,5450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,SEWELL CREEK ENERGY,Oglethorpe Power Corp,33.9986,85.1721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GA,SHEPHERD CENTER,Shepherd Center,33.8443,84.4094,0.0,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,SINCLAIR DAM,Georgia Power Co,33.0576,83.2433,0.0,0.0,0.0,0.0,61668.0,0.0,0.0,0.0,0.0,0.0
GA,SMARR ENERGY CENTER,Oglethorpe Power Corp,33.0253,83.9178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GA,SOUTH GEORGIA MEDICAL CENTER,South Georgia Medical Center,30.8281,83.2531,0.0,478.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,SOWEGA POWER LLC,The PIC Energy Group Inc,31.2603,84.2531,0.0,0.0,96167.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,SP NEWSPRINT CO,Southeast Paper Mfg Co Inc,32.4314,82.9372,177047.7,9429.0,129801.3,0.0,0.0,38112.8,0.0,0.0,0.0,27788.8
GA,STATE FARM INSURANCE CO ISC EAST,State Farm Mutual Auto Insur Co,33.8443,84.4094,0.0,890.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,STEVENS CREEK,South Carolina Electric&Gas Co,34.7641,83.0746,0.0,0.0,0.0,0.0,56347.0,0.0,0.0,0.0,0.0,0.0
GA,SUN TRUST PLAZA,Portman Mngment Co,33.8443,84.4094,0.0,156.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,TALLASSEE HYDRO PROJ,Oglethorpe Power Corp,33.9455,83.3909,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,0.0
GA,TALLULAH FALLS,Georgia Power Co,34.6271,83.5101,0.0,0.0,0.0,0.0,68057.0,0.0,0.0,0.0,0.0,0.0
GA,TERRORA,Georgia Power Co,34.8583,83.3815,0.0,0.0,0.0,0.0,25586.0,0.0,0.0,0.0,0.0,0.0
GA,THIELE KAOLIN CO REEDY CREEK PLANT,Thiele Kaolin Co,33.0372,82.4554,0.0,486.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,THIELE KAOLIN COMPANY SANDERSVILLE PLANT,Thiele Kaolin Co,32.9989,82.7924,0.0,451.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,TUGALO,Georgia Power Co,34.6271,83.5101,0.0,0.0,0.0,0.0,63169.0,0.0,0.0,0.0,0.0,0.0
GA,VALDOSTA WATER TREATMENT PLANT,Valdosta City of,30.8281,83.2531,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,VOGTLE,Georgia Power Co,33.0491,81.9292,0.0,0.0,0.0,19576610.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,WALLACE DAM,Georgia Power Co,33.2744,83.0113,0.0,0.0,0.0,0.0,442047.0,0.0,0.0,0.0,0.0,0.0
GA,WALTER F GEORGE,USCE-Mobile District,31.6330,84.9798,0.0,0.0,0.0,0.0,222253.0,0.0,0.0,0.0,0.0,0.0
GA,WANSLEY,Georgia Power Co,33.4167,85.0333,9709833.0,20292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,WARWICK,Crisp County Power Comm,31.5833,83.8339,0.0,0.0,0.0,0.0,29482.0,0.0,0.0,0.0,0.0,0.0
GA,WEST GEORGIA GENERATING CO,General Electric Co,32.8416,84.3282,0.0,41746.5,592929.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,WEST POINT,USCE-Mobile District,33.0464,85.0491,0.0,0.0,0.0,0.0,104261.0,0.0,0.0,0.0,0.0,0.0
GA,WILSON,Georgia Power Co,33.0491,81.9292,0.0,53481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,YATES,Georgia Power Co,33.4631,84.9550,5990614.0,7044.0,202292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,YKK USA INCORPORATED CHESTNEY FACILITY,YKK USA Inc,32.8084,83.6912,0.0,764.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,YONAH,Georgia Power Co,34.5732,83.2821,0.0,0.0,0.0,0.0,24147.0,0.0,0.0,0.0,0.0,0.0
GA,191 PEACHTREE TOWER,C H Management,33.8443,84.4094,0.0,339.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,3200 WILDWOOD PLAZA,Wildwood Associates,33.8443,84.4094,0.0,85.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,AES HAWAII INC,AES NUGs,21.4796,157.9684,1473759.7,9351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,CHEVRON PRODUCTS CO,ChevronTexaco Corporation,21.4796,157.9684,0.0,27104.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42026.8
HI,COOKE GEN STATION,Maui Electric Company Ltd,21.1600,156.8700,0.0,40225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,GAY ROBINSON INC,Gay and Robinson Inc,22.0538,159.5411,0.0,0.0,0.0,0.0,7378.9,6877.1,0.0,0.0,0.0,0.0
HI,H POWER,Ogden Energy,21.4796,157.9684,0.0,1889.6,0.0,0.0,0.0,235040.5,0.0,0.0,0.0,100731.6
HI,HAMAKUA ENERGY PLANT,Hamakua Energy Partners LP,19.5957,155.4359,0.0,39392.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAIIAN COML&SUGAR CO,Hawaiian Coml & Sugar Co Ltd,21.1600,156.8700,42569.9,18862.2,0.0,0.0,17193.7,130397.2,0.0,0.0,0.0,146.5
HI,HONOLULU,Hawaiian Electric Co Inc,21.3086,157.8661,0.0,69225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,KAHE,Hawaiian Electric Co Inc,21.3597,158.1314,0.0,3343138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,KAHULUI,Maui Electric Company Ltd,21.1600,156.8700,0.0,234141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,KALAEOLA COGENERATION PLANT,ABB Power,21.4796,157.9684,0.0,1322233.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,KALAHEO HYDRO,McBryde Sugar Co Ltd,22.0538,159.5411,0.0,0.0,0.0,0.0,5047.6,0.0,0.0,0.0,0.0,0.0
HI,KAMAOA WIND FARM,Apollo Energy Corporation,19.5957,155.4359,0.0,0.0,0.0,0.0,0.0,0.0,14354.0,0.0,0.0,0.0
HI,KANOELEHUA,Hawaii Electric Light Co Inc,19.5957,155.4359,0.0,20734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,KAPAA  HAWAII,Kapaa Generating Partners,21.4796,157.9684,0.0,0.0,0.0,0.0,0.0,14131.6,0.0,0.0,0.0,0.0
HI,KEAHOLE,Hawaii Electric Light Co Inc,19.5957,155.4359,0.0,115964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,LALAMILO WINDFARM,Hawaii Electric Light Co Inc,19.5957,155.4359,0.0,0.0,0.0,0.0,0.0,0.0,2649.0,0.0,0.0,0.0
HI,LIHUE PLANTATION CO LTD,Lihue Plantation Co Ltd,22.0538,159.5411,0.0,11928.9,0.0,0.0,3132.6,51166.6,0.0,0.0,0.0,0.0
HI,MAALAEA,Maui Electric Company Ltd,21.1600,156.8700,0.0,811786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,MIKI BASIN,Maui Electric Company Ltd,21.1600,156.8700,0.0,28757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,PEPEEKEO POWER PLANT,Hilo Coast Processing Co,19.5957,155.4359,62253.5,2506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,PORT ALLEN,Kauai Island Utility Cooperative,22.0538,159.5411,0.0,368303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,PUNA,Hawaii Electric Light Co Inc,19.5957,155.4359,0.0,202774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,PUNA GEOTHERMAL VENTURE I,COSI Inc,19.5957,155.4359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262052.8,0.0
HI,PUUEO,Hawaii Electric Light Co Inc,19.5957,155.4359,0.0,0.0,0.0,0.0,10601.0,0.0,0.0,0.0,0.0,0.0
HI,SHIPMAN,Hawaii Electric Light Co Inc,19.5957,155.4359,0.0,38045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,TESORO HAWAII CORP,Tesoro Corp,21.4796,157.9684,0.0,151508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
